_id,code,description,name,_ColourGroup,_GraphicalAppearance,_GarmentGroup,_PerceivedColourValue,_PerceivedColourMaster,_Department,_Index,_ProductType
60147,0728444002,Fitted T-shirt in soft cotton jersey with short sleeves. Contrasting colour trim around the sleeves and neckline.,Dixie tee 9.99,450,18,404,422,430,205,393,524
60177,0711427001,"Boxy jumper in soft, rib-knit cotton with a round neckline and long dolman sleeves.",Karis,452,3,410,424,431,73,386,505
60223,0711440001,"Wrapover top in jersey with a V-neck, seam and detachable tie belt at the waist and long, cuffed sleeves.",Emerald (1),450,0,404,422,430,128,386,505
60227,0711440002,"Wrapover top in jersey with a V-neck, seam and detachable tie belt at the waist and long, cuffed sleeves.",Emerald,476,0,404,426,437,128,386,505
60272,0718086001,"Maxi dress in soft jersey with a V-neck at the front and low-cut neckline at the back. Wide shoulder straps that cross at the back, an elasticated seam at the waist and a long, pleated, heavily draping skirt. Lined.",Vivi Pleated Dress,456,0,404,424,434,128,386,525
60281,0718086003,"Maxi dress in soft jersey with a V-neck at the front and low-cut neckline at the back. Wide shoulder straps that cross at the back, an elasticated seam at the waist and a long, pleated, heavily draping skirt. Lined.",Vivi Pleated Dress,458,0,404,425,442,128,386,525
60296,0718086009,"Maxi dress in soft jersey with a V-neck at the front and low-cut neckline at the back. Wide shoulder straps that cross at the back, an elasticated seam at the waist and a long, pleated, heavily draping skirt. Lined.",Vivi Pleated Dress,461,0,404,422,437,128,386,525
60306,0705937001,5-pocket low-rise jeans in washed stretch denim with hard-worn details and super-skinny legs.,Super Skinny L.W Elite,458,7,406,425,434,104,393,507
60307,0705937008,5-pocket low-rise jeans in washed stretch denim with hard-worn details and super-skinny legs.,Super Skinny L.W Elite,450,7,406,422,430,104,393,507
60320,0705964002,Fine-knit jumper in a soft viscose blend with a ribbed neckline and 3/4-length sleeves with elastication and a flounce at the cuffs.,Peach,458,0,410,425,434,257,386,505
60325,0705966001,"Long-sleeved jumper in a soft, fine-knit viscose blend containing some wool with a stand-up collar, decorative buttons on one shoulder and wide ribbing at the cuffs and hem.",SPEED Apple,454,3,410,425,432,257,386,505
60341,0705966005,"Long-sleeved jumper in a soft, fine-knit viscose blend containing some wool with a stand-up collar, decorative buttons on one shoulder and wide ribbing at the cuffs and hem.",SPEED Apple,468,0,410,422,441,257,386,505
60376,0711476002,Fully lined bikini with a lace pattern. Top with narrow shoulder straps and three layers of frills. Bottoms with a frill trim at the top.,HANA Lace Bikni,474,22,409,426,435,162,395,572
60399,0699923114,"T-shirt in soft, printed cotton jersey.",Mike tee,450,18,404,422,430,176,389,524
60401,0718227001,"Calf-length dress in jacquard-weave viscose with a round neckline, small opening at the front and concealed zip at the back. Long, wide sleeves, a seam and knot detail at the waist and a wrapover skirt. Unlined.",EDC MELVIN DRESS,450,23,417,422,430,283,386,525
60403,0705979003,"Round-neck jumper in an airy, fine-knit viscose blend containing glittery threads. Long sleeves, slits in the sides and ribbing around the neckline, cuffs and hem.",Kellis Lurex,470,16,410,424,442,257,386,505
60445,0728738002,"Suit trousers in a soft linen blend with a concealed hook-and-eye fastening and zip fly. Side pockets, jetted back pockets with a button and legs with creases. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",Luna low price linen,450,0,412,422,430,131,389,507
60461,0725334001,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",Lily padded 2p,457,11,402,424,433,34,387,501
60463,0718272001,"Soft, non-wired bra top in lace. Lined cups with removable inserts that shape the bust and provide light support, narrow, adjustable shoulder straps and side support. No fasteners.",Stella Wireless top,450,22,402,422,430,77,387,501
60474,0718278001,"Loose-fitting, V-neck T-shirt in soft jersey made from a cotton blend.",Bird tee,450,0,401,422,430,53,393,524
60481,0718278002,"Loose-fitting, V-neck T-shirt in soft jersey made from a cotton blend.",Bird tee,451,0,401,423,431,53,393,524
60520,0711582004,Cycling shorts in soft cotton jersey with an elasticated waist.,Kendall bikerpant,484,2,401,425,441,30,386,504
60530,0706016001,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade HW Skinny Denim TRS,450,0,412,422,430,103,393,507
60535,0706016002,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade HW Skinny Denim TRS,456,0,412,423,434,103,393,507
60541,0706016003,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade HW Skinny Denim TRS,458,0,412,425,434,103,393,507
60549,0706016006,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade HW Skinny Denim TRS,458,0,412,422,434,103,393,507
60585,0706016015,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade HW Skinny Denim TRS,459,0,412,422,433,103,393,507
60594,0706016019,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade HW Skinny Denim TRS,458,0,412,422,434,103,393,507
60600,0706016020,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade Denim HW trs,469,0,412,425,434,103,393,507
60644,0711649001,"Bra with self-adhesive cups and no shoulder straps or back making it perfect for wearing under strapless or backless garments. Adjustable lacing at the front. Moulded, padded cups for a larger bust and fuller cleavage. Can be washed and reused.",Adhesive Lacing Bra,450,0,402,422,430,87,387,501
60647,0700009001,"Fully lined swimsuit with a print motif on the front, a round neckline and narrow shoulder straps that cross at the back.",Amy fancy swimsuit,450,15,409,422,430,163,395,522
60653,0711649002,"Bra with self-adhesive cups and no shoulder straps or back making it perfect for wearing under strapless or backless garments. Adjustable lacing at the front. Moulded, padded cups for a larger bust and fuller cleavage. Can be washed and reused.",Adhesive lacing bra 1 (1),453,0,402,424,432,87,387,501
60663,0706016062,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",Jade HW Skinny Denim TRS,450,0,412,422,430,103,393,507
60706,0729004001,"Non-wired lace bra with moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a lace racer back, an elasticated hem and a hook-and-eye fastening at the front.",Bagira bari wireless push,450,0,402,422,430,77,387,501
60714,0725631003,"Strapless, fully lined bandeau bikini top with lightly padded cups with removable inserts and side support. No fasteners.",Lyon Price Bandeau,451,10,409,423,431,51,387,519
60730,0711694003,"Pleated trousers in jersey with a slight sheen. High elasticated waist and wide, straight legs with raw-edge hems.",Milly plisse trs straight HW,471,2,404,425,443,156,386,507
60760,0711714001,"Ankle boots in imitation suede with a stretchy shaft and covered block heels. Fabric linings, imitation leather insoles and rubber soles. Heel 8.5 cm.",Monroe sockboot,450,0,408,422,430,181,390,518
60843,0729318001,"Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",Bagira Push Melbourne,451,22,402,423,431,77,387,501
60851,0729318007,"Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",Bagira Push Melbourne,460,22,402,425,435,77,387,501
60856,0729318008,"Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",Bagira Push Melbourne,458,22,402,422,434,77,387,501
61003,0729814001,"Short, 5-pocket shorts in washed denim with a high waist and short legs with cut-off hems.",Perrie Fancy Denim Shorts,469,0,414,425,434,97,393,528
61025,0729816003,"High-waisted shorts in superstretch twill with a zip fly and button, back pockets and short slits at the hems.",Alice Twill Shorts,472,0,414,425,444,97,393,528
61028,0729816004,"High-waisted shorts in superstretch twill with a zip fly and button, back pockets and short slits at the hems.",Alice Twill Shorts,451,0,414,423,431,97,393,528
61042,0729860001,"Short, 5-pocket skirt in washed, stretch denim with a zip fly and button. The skirt is made partly from recycled cotton.",Skirt Shine,469,7,406,425,434,98,393,523
61045,0729860002,"Short, 5-pocket skirt in washed, stretch denim with a zip fly and button. The skirt is made partly from recycled cotton.",Skirt Shine,450,7,406,422,430,98,393,523
61104,0729936001,"Blouse in a patterned weave with a small stand-up collar, sewn-in ties at the top, buttons down the front and a yoke with a pleat at the back. Long sleeves with buttoned cuffs, and a rounded hem.",Valetta,478,2,418,422,445,204,386,562
61106,0712216001,V-neck top in woven fabric with spaghetti shoulder straps.,Prima,450,0,418,422,430,227,386,500
61114,0712216007,V-neck top in woven fabric with spaghetti shoulder straps.,Prima,486,2,418,424,433,227,386,500
61118,0712216009,V-neck top in woven fabric with spaghetti shoulder straps.,Prima(1),453,0,418,424,432,227,386,500
61119,0729943001,"Dressing gown in soft, gently draping satin with a sheen. Lace at the top, a yoke at the back and short sleeves with lace trims. Wrapover front with concealed ties inside and a tie belt at the waist.",Margaux kimono (W),451,0,402,423,431,59,387,545
61200,0712398001,"Slim, ankle-length trousers in patterned imitation leather with a high waist, zip fly and press-studs.",Cobra HW slim PU,450,2,412,422,430,78,386,507
61202,0712406001,"Trousers in woven fabric with a high waist, hook-and-eye fasteners and zip fly. Side pockets and straight, wide legs.",Sandy HW wide full,478,1,412,425,445,78,386,507
61290,0712587003,"Trousers woven in a viscose blend with a high paper bag waist with pleats and a detachable tie belt. Zip fly with concealed hook-and-eye fasteners, side pockets and tapered legs.",Bow HW paperwaist,450,0,412,422,430,78,386,507
61292,0712587004,"Trousers woven in a viscose blend with a high paper bag waist with pleats and a detachable tie belt. Zip fly with concealed hook-and-eye fasteners, side pockets and tapered legs.",Bow HW paperwaist,450,1,412,422,430,78,386,507
61359,0730566005,"Ankle-length trousers in a linen and viscose weave with a high waist, pleats at the front, elastication at the back and a zip fly and buttons. Side pockets, fake welt back pockets and straight, wide legs.",Vacation HW wide cropped,453,1,412,424,432,78,386,507
61361,0730570001,"Top in sweatshirt fabric with a motif, a double-layered drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",Wow Hood 19.99,451,18,404,423,431,85,389,514
61397,0730683001,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.,HAVANA HW tights,450,0,404,422,430,165,391,504
61401,0730683010,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.,HAVANA HW tights,450,10,404,422,430,165,391,504
61407,0730683019,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.,HAVANA HW tights,450,18,404,422,430,165,391,504
61408,0730683021,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.,HAVANA HW tights,450,18,404,422,430,165,391,504
61494,0731046003,"Soft, non-wired lace bra with lined cups that give the bust a natural shape and light support. Narrow, adjustable shoulder straps, a metal fastener at the front and an elasticated, lace-trimmed hem.",Andy Softbra,476,22,402,425,437,77,387,501
61523,0731160002,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape.",Shaping Skinny R.W,478,7,406,422,445,104,393,507
61524,0731160004,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape.",Shaping Skinny R.W,458,7,406,424,434,104,393,507
61534,0731251001,"Pyjamas with a strappy top and shorts in soft, patterned jersey. Short top with narrow shoulder straps. Shorts with an elasticated drawstring waist.",Khloe Kim set,453,2,402,424,432,46,393,594
61556,0731385001,"Popover jacket in an airy weave with a drawstring hood, long raglan sleeves and a zip at the top. Seam with a loose edge at the front, a kangaroo pocket, and elastication at the cuffs and hem. Unlined.",Stannis anorak,451,0,407,423,431,105,393,514
61562,0731407002,"Top in a crinkled viscose weave with a V-neck front and back, adjustable spaghetti shoulder straps, buttons down the front and a tie-detail hem.",Macarena,450,2,418,422,430,227,386,500
61566,0731407007,"Top in a crinkled viscose weave with a V-neck front and back, adjustable spaghetti shoulder straps, buttons down the front and a tie-detail hem.",Macarena,458,1,418,427,434,227,386,500
61569,0731425001,"Blouse in an airy weave with a V-neck, covered buttons at the top and short sleeves. Two elasticated seams and a decorative drawstring at the waist, and a flounced hem. Unlined.",Mooncake,491,2,418,427,445,227,386,562
61571,0731425003,"Blouse in an airy weave with a V-neck, covered buttons at the top and short sleeves. Two elasticated seams and a decorative drawstring at the waist, and a flounced hem. Unlined.",Mooncake,451,0,418,423,431,227,386,562
61624,0731547001,Jumper for a dog in a jacquard knit with a ribbed collar and ribbing around the front legs and at the back.,XMAS Pudding Dog sweater OL,476,2,405,427,437,39,390,548
61717,0732093001,"Bras in microfibre with mesh details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow, adjustable, hole-patterned shoulder straps and a narrow hook-and-eye fastening at the back.",Liza fancy. Padded 2p,450,0,402,422,430,34,387,501
61720,0732103004,"Off-the-shoulder playsuit in a viscose weave with elastication at the top, short, wide sleeves, and an elasticated seam at the waist.",Kelly jumpsuit,458,2,415,422,434,110,393,540
61764,0732311001,Felted wool beret. Unlined.,Genesis beret new,456,0,405,423,434,65,393,526
61771,0732311013,Felted wool beret. Unlined.,Genesis beret new,476,0,405,426,437,65,393,526
61772,0732311014,Felted wool beret. Unlined.,Genesis beret new,451,0,405,423,431,65,393,526
61784,0732372001,Sports top in fast-drying functional fabric with short cap sleeves.,NELLIE loose tee,450,0,404,422,430,164,391,506
61794,0732386001,"Round shoulder bag in imitation leather with imitation suede details, a zip and shoulder strap at the top, and metal handles. One outer compartment. Lined. Size 5.5x22.5 cm.",Beth round bag,468,0,405,425,441,71,390,537
61825,0732412004,"V-neck blouse in a lightly crêped viscose weave with buttons down the front, a yoke and gentle gathers at the shoulders. Long sleeves with gathered cuffs and a rounded hem. Slightly longer at the back.",MACARON OL OFFER,466,0,417,424,435,283,386,562
61917,0732725002,"Short, V-neck dress in soft denim with a collar, press-studs down the front and short sleeves. Chest pockets with a pleat, a detachable tie belt at the waist, and short slits in the sides. Unlined.",Dress Safari,491,7,406,425,444,98,393,525
61942,0732811001,Slippers in patterned satin. Soft soles with anti-slip protectors.,Satin Slipper,454,2,403,425,432,44,387,550
61943,0732811002,Slippers in patterned satin. Soft soles with anti-slip protectors.,Satin Slipper,466,2,403,424,435,44,387,550
61948,0732842002,"5-pocket, ankle-length jeans in washed, stretch denim with hard-worn details, a high waist, zip fly and button and super-skinny legs with raw-edge hems. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette.",Embrace S.Skinny H.W Trash,456,7,406,424,434,104,393,507
62006,0733029007,Round-necked jersey T-shirt with a motif.,Jennifer tee,451,15,404,423,431,166,386,524
62007,0733029019,Round-necked jersey T-shirt with a motif.,Jennifer tee,455,15,404,425,433,166,386,524
62015,0733045001,"Lace thong briefs with a mid waist, lined gusset, wide sides and string back.",Bagira Thong Mynta 2p,450,0,402,422,430,77,387,521
62016,0733045002,"Lace thong briefs with a mid waist, lined gusset, wide sides and string back.",Bagira Thong Mynta 2p,451,0,402,423,431,77,387,521
62017,0733045005,"Lace thong briefs with a mid waist, lined gusset, wide sides and string back.",Bagira Thong Mynta 2p,460,0,402,425,435,77,387,521
62018,0733045007,"Lace thong briefs with a mid waist, lined gusset, wide sides and string back.",Bagira Thong Mynta 2p,458,0,402,422,434,77,387,521
62019,0733045008,"Lace thong briefs with a mid waist, lined gusset, wide sides and string back.",Bagira Thong Mynta 2p,466,0,402,424,435,77,387,521
62049,0733097004,"Sleeveless, turtleneck body in stretch, ribbed jersey with press-studs at the crotch.",Saga body,454,0,404,425,432,166,386,506
62052,0733097009,"Sleeveless, turtleneck body in stretch, ribbed jersey with press-studs at the crotch.",Saga body,451,1,404,423,447,166,386,511
62059,0733098015,Fitted polo-neck top in soft modal jersey with long sleeves.,Minja top,453,2,404,424,432,166,386,506
62060,0733098016,Fitted polo-neck top in soft modal jersey with long sleeves.,Minja top,450,2,404,422,430,166,386,506
62066,0733099002,"Top in airy jersey crêpe with a round neckline and seam down the front. Dropped shoulders, wide sleeves with pleats and close-fitting ribbing at the cuffs, and a straight-cut hem with short slits in the sides.",Thelma,473,0,404,422,443,166,386,506
62075,0733106003,"Blouse in a viscose weave with a draped front, sewn-in ties at one side and an opening with a button at the back of the neck. Flounced sleeves, a seam at the hips and a gently flared peplum.",Riviera S/S,451,0,418,423,431,227,386,562
62101,0733248004,"Short, A-line dress in pleated jersey with a round neckline, small opening with a button at the back of the neck and long sleeves with wide, buttoned cuffs.",Thelma dress,458,0,404,422,434,156,386,525
62113,0733267004,"Short shorts in an airy weave with a high paper bag waist that is elasticated at the back and a detachable tie belt. Pleats at the top, side pockets and a zip fly with concealed hook-and-eye fasteners.",Sibling HW,456,0,414,424,434,174,386,528
62114,0733267005,"Short shorts in an airy weave with a high paper bag waist that is elasticated at the back and a detachable tie belt. Pleats at the top, side pockets and a zip fly with concealed hook-and-eye fasteners.",Sibling HW,453,0,414,424,432,174,386,528
62229,0733656001,,OL GURAM PQ sandal,476,0,408,426,437,146,390,541
62246,0733739003,"Ballet pumps in imitation leather with a grosgrain trim at the top, elastic strap over the foot and decorative bow at the front. Fabric linings and insoles.",Hannah basic ballerina SG,466,5,408,423,435,240,395,557
62253,0733749001,Cropped top in soft cotton jersey with concealed elastication at the front of the top.,Cissi tube top,450,0,401,422,430,200,393,506
62286,0733803006,Cycling shorts in stretch cotton jersey with an elasticated waist.,Racing shorts,450,11,401,422,430,53,393,528
62330,0733931003,"V-neck jumper in a soft rib knit with decorative buttons at the neckline, buttons at the top, dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",Tuna Button Sweater,453,6,410,424,432,157,393,505
62334,0733935002,"Triangle bikini top with lined cups, removable inserts and narrow, adjustable straps. Gathered elastication with a small frill trim at the hem and a metal fastener at the back.",Pretty Please Triangle Top,461,2,409,422,439,51,387,519
62337,0733936002,"Fully lined bikini bottoms. Mid waist with gathered elastication and a small frill trim, and a high cut at the back.",Pretty Please Cheeky Tanga,461,2,409,422,439,51,387,520
62435,0734215002,"Short, 5-pocket shorts in washed denim with worn details. Low waist, zip fly and button and frayed, raw-edge hems.",ED Hotpants,469,7,414,425,434,174,386,528
62436,0734215003,"Short, 5-pocket shorts in washed denim with worn details. Low waist, zip fly and button and frayed, raw-edge hems.",ED Hotpants,459,7,414,422,433,174,386,528
62442,0734236001,"Short, 5-pocket skirt in washed denim with a button fly and raw-edge hem.",Becca denim,458,7,416,425,434,150,386,523
62443,0734236002,"Short, 5-pocket skirt in washed denim with a button fly and raw-edge hem.",Becca denim,456,7,416,424,434,150,386,523
62446,0734243001,"Maxi dress in an airy viscose weave with a V-neck front and back and a concealed zip at the back. Short sleeves, a seam at the waist and a slit at the front. Unlined.",Wendy dress,450,2,415,422,430,76,393,525
62453,0734273002,"Calf-length dress in soft jersey crêpe with a V-neck, sewn-in wrapover at the front and short, wide sleeves. Seam at the waist with a sewn-on tie belt that can be wound around several times. Unlined.",Truffle Dress,453,2,404,424,432,128,386,525
62479,0734346001,"Short shorts in cotton denim with a high, elasticated paper bag waist, detachable tie belt and zip fly. Side pockets, back pockets and sewn-in turn-ups at the hems.",Birdy HW,469,7,414,425,434,174,386,528
62514,0734460002,Sandals with narrow foot straps and fluted soles. Heel 1 cm.,LOLA SANDAL,468,0,408,425,441,118,390,541
62569,0734595001,Knee-length cycling shorts in fast-drying functional fabric with a wide waistband containing a concealed key pocket.,MANDY RW biker,450,0,404,422,430,165,391,528
62601,0734829002,"Top in supersoft viscose jersey with a print motif and sequins on the front, short dolman sleeves and a rounded hem. Longer at the back.",MOLLY TOP,455,15,404,424,433,220,394,524
62737,0735121003,"Calf-length shirt dress in a viscose weave with a collar, buttons down the front, low dropped shoulders and short sleeves with sewn-in turn-ups. Seam at the waist with gathers at the front and elastication at the back, and a detachable tie belt. Unlined.",La Brea,472,0,415,425,444,188,386,525
62748,0735154001,"Large sunglasses with plastic frames and UV-protective, tinted lenses.",Kia cat sunglasses,450,0,405,422,430,62,390,533
62760,0735326001,"Long trousers in a soft linen and viscose blend. High waist with wide elastication, pockets in the side seams and straight, wide legs.",Pamela linen trousers,450,0,404,422,430,166,386,507
62776,0735371001,"Pyjamas in a soft viscose weave. Short V-neck top with adjustable, flounce-trimmed shoulder straps. Shorts with an elasticated waist and flounced trims.",Dolly SL set (W),456,1,402,423,434,59,387,531
62788,0735404001,"Calf-length, V-neck dress in woven fabric with narrow, adjustable shoulder straps, buttons down the front, smocking at the back and a seam at the waist with a flared skirt. Lined.",Melrose,450,0,415,422,430,188,386,525
62791,0735404005,"Calf-length, V-neck dress in woven fabric with narrow, adjustable shoulder straps, buttons down the front, smocking at the back and a seam at the waist with a flared skirt. Lined.",Melrose,453,2,415,424,432,188,386,525
62810,0735496001,"Sleeveless top in a Tencel™ lyocell and viscose weave with a deep V-neck and gathered yoke at the front. Seam at the waist with smocking at the back, and a flounce at the hem.",EDC Bagis top,483,2,417,425,439,283,386,562
62827,0735550003,"Short, wide shorts in a viscose weave with a high, elasticated, frill-trimmed waist and side pockets.",Freddy Shorts,451,2,417,424,431,283,386,528
62838,0735583001,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed key pocket in the waistband and ventilating mesh sections down the sides. The polyester content of the tights is recycled.,PIGALLE tights,450,0,404,422,430,165,391,504
62850,0735607003,"Thong briefs in lace with a low waist, lined gusset and string back.",Evie thong 3p,475,0,402,422,436,34,387,521
62851,0735607004,"Thong briefs in lace with a low waist, lined gusset and string back.",Evie thong 3p,461,0,402,427,437,34,387,521
62864,0735625002,"V-neck blouse woven in a crinkled cupro blend with a collar, wrapover top with a draped effect, long sleeves and wide cuffs with a slit and button. Seam with concealed elastication at the waist, a decorative knot detail at one side, and a lower section with an asymmetric cut at the front of the hem.",Lulu Blouse,451,0,418,423,431,212,386,562
62932,0735840006,"Jumper in a soft rib knit containing some wool with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",Bridget Sweater TVP,471,0,410,427,443,157,393,505
62938,0735843001,"Triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage. Small lace trim, decorative gathers on the cups and ties at the back and back of the neck.",Harry Push Triangle,451,2,409,423,431,51,387,519
62980,0736046001,"Metal hoop earrings in different sizes, three with charms in various designs. Diameter 1-2 cm.",Cool Mia hoop pk,465,0,405,426,440,68,390,536
62982,0736049001,"Short, straight-style dress in lightweight sweatshirt fabric with long sleeves and ribbing around the neckline and cuffs.",Tawny sweater dress,450,0,401,422,430,53,393,525
62983,0736049002,"Short, straight-style dress in lightweight sweatshirt fabric with long sleeves and ribbing around the neckline and cuffs.",Tawny sweater dress,455,0,401,424,433,53,393,525
63085,0740208008,"Jacket in imitation suede with a soft faux fur lining and a faux fur collar with adjustable tabs and metal buckles. Zip down the front, side pockets and faux fur cuffs.",Celine shearling,450,0,407,422,430,105,393,542
63255,0736530007,"Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",Hazelnut Push Melbourne,461,0,402,427,437,77,387,501
63280,0736530016,"Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",Hazelnut Push Melbourne,450,0,402,422,430,77,387,501
63290,0736531006,"Brazilian briefs in lace with a low waist, lined gusset and string back.",Hazelnut Brazilian Azalea Low,461,0,402,427,437,77,387,521
63313,0736531016,"Brazilian briefs in lace with a low waist, lined gusset and string back.",Hazelnut Brazilian Azalea Low,489,0,402,425,437,77,387,521
63320,0746546003,"Wide, fabric-covered Alice band with a knot detail on the top.",ALICE knot headband,490,2,405,423,443,61,393,516
63334,0736581001,"Bandeau bikini top with a knot detail at the front, lined, lightly padded cups and side support. Detachable, adjustable straps that fasten at the back of the neck and an adjustable metal hook fastening at the back.",La la land Bandeau,461,2,409,422,439,51,387,519
63344,0746558002,"Sunglasses with plastic frames and UV-protective, tinted lenses.",SANDRO SUNGLASSES,459,0,405,422,433,61,393,533
63347,0746561001,"Round sunglasses with plastic frames and UV-protective, tinted lenses.",MACY SUNGLASSES,450,0,405,422,430,61,393,533
63349,0746561002,"Round sunglasses with plastic frames and UV-protective, tinted lenses.",MACY SUNGLASSES,454,2,405,425,432,61,393,533
63367,0740450007,Two-strand thin metal chain necklace with round pendants. Adjustable length 43-50 cm.,Class Monica necklace,466,0,405,424,435,68,390,556
63382,0736592003,"Triangle bikini top with lined cups, ties at the back and double ties at the back of the neck.",Spice it Up Triangle,450,0,409,422,430,51,387,519
63390,0736593004,"Fully lined bikini bottoms with a low waist, narrow ties at the sides and a high cut at the back.",Spice it Up Skimpy Tanga,450,0,409,422,430,51,387,520
63412,0746685002,Adjustable elastic braces with imitation leather details and metal fasteners.,Lenny braces /lenny set,458,14,405,422,434,119,388,548
63424,0740487002,"Slim-fit jeans in washed, supersoft, stretch denim with an adjustable, elasticated waist and fly with a press-stud. Fake front pockets, real back pockets and straight legs.",TVP Slim denim trousers,469,7,420,425,434,170,388,507
63444,0740498006,"Sports tights in fast-drying functional fabric with jacquard-patterned details. High waist with wide, elasticated ribbing. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.",APOLLO HW seamless tights,457,0,404,424,447,165,391,504
63452,0736651001,"Flared, calf-length skirt in sturdy satin made from a Tencel™ lyocell and viscose blend with a sheen. Concealed zip and hook-and-eye fastener in one side. Unlined.",Kate slip skirt,490,2,412,424,443,114,386,523
63456,0736659001,"Soft bra top in lace and mesh with removable inserts and short butterfly sleeves. Elasticated hem, a cut-out section at the front and a single back fastener.",Bagira top,463,0,402,424,439,77,387,501
63478,0736678002,Sleeveless lace top in a narrow cut at the top with narrow shoulder straps that are lace-covered at the back. Low-cut back and ties at the back of the neck. Jersey-lined front.,Cavalier lace top,450,22,404,422,430,166,386,506
63511,0736691001,Fully lined bikini bottoms with a low waist with wide elastication. Wide sides and cutaway coverage at the back.,Love Affair Wide Side Tanga,458,2,409,422,434,51,387,520
63526,0736708001,"Ankle-length trousers in sturdy cotton jersey. High waist with pleats, a zip fly with a hook-and-eye fastening, and tapered legs with a slit at the front.",Casey HW straight trousers,454,0,404,425,438,156,386,507
63529,0740564002,"Short dress in a viscose weave with a V-neck opening at the front and a yoke with gathers at the back and on the shoulders. Long sleeves with buttoned cuffs, and a gently rounded hem. Unlined.",Bowie,452,1,415,424,431,188,386,525
63553,0736767001,"Knee-length shorts in lightweight, printed sweatshirt fabric with an elasticated drawstring waist, slightly lower crotch, side pockets and a back pocket.",Bosco shorts,455,18,404,424,433,176,389,528
63570,0746871002,"Long-sleeved jumper in a soft, fine, fluffy knit with ribbing around the neckline, cuffs and hem.",PIM sweater,466,10,410,424,435,137,394,505
63677,0736865001,"Vest tops in soft, stretch cotton jersey.",Bonnie 2-pack,450,0,401,422,430,30,386,500
63714,0736923003,Microfibre bra with a scalloped trim at the top and underwired padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.,Dusk Padded T-shirt,450,0,402,422,430,34,387,501
63733,0736923010,Microfibre bra with a scalloped trim at the top and underwired padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.,Dusk Padded T-shirt,475,0,402,422,433,77,387,501
